activity_id,assay_chembl_id,target_chembl_id,molecule_chembl_id,standard_type,standard_value,standard_units,standard_relation,pchembl_value,extraction_date
49323,CHEMBL674637,CHEMBL203,CHEMBL69964,IC50,210.0,nM,=,6.68,2026-03-21 13:33:18.447979
49326,CHEMBL674637,CHEMBL203,CHEMBL65848,IC50,1410.0,nM,=,5.85,2026-03-21 13:33:18.447979
49329,CHEMBL621151,CHEMBL203,CHEMBL65848,IC50,5000.0,nM,=,5.30,2026-03-21 13:33:18.447979
49331,CHEMBL615325,CHEMBL203,CHEMBL65848,IC50,4320.0,nM,=,5.37,2026-03-21 13:33:18.447979
49415,CHEMBL679675,CHEMBL203,CHEMBL69129,IC50,,nM,,,2026-03-21 13:33:18.447979
49986,CHEMBL674643,CHEMBL203,CHEMBL78184,IC50,833000.0,nM,=,,2026-03-21 13:33:18.447979
49987,CHEMBL675636,CHEMBL203,CHEMBL78184,Ki,2500000.0,nM,=,,2026-03-21 13:33:18.447979
49988,CHEMBL674643,CHEMBL203,CHEMBL76985,IC50,47000.0,nM,=,4.33,2026-03-21 13:33:18.447979
49989,CHEMBL675636,CHEMBL203,CHEMBL76985,Ki,140000.0,nM,=,,2026-03-21 13:33:18.447979
49992,CHEMBL674643,CHEMBL203,CHEMBL145,IC50,1200000.0,nM,=,,2026-03-21 13:33:18.447979
49993,CHEMBL675636,CHEMBL203,CHEMBL145,Ki,400000.0,nM,=,,2026-03-21 13:33:18.447979
50668,CHEMBL674637,CHEMBL203,CHEMBL69629,IC50,6.5,nM,=,8.19,2026-03-21 13:33:18.447979
50671,CHEMBL621151,CHEMBL203,CHEMBL69629,IC50,40.0,nM,=,7.40,2026-03-21 13:33:18.447979
50673,CHEMBL615325,CHEMBL203,CHEMBL69629,IC50,2050.0,nM,=,5.69,2026-03-21 13:33:18.447979
51141,CHEMBL677833,CHEMBL203,CHEMBL136492,IC50,8400.0,nM,=,5.08,2026-03-21 13:33:18.447979
51244,CHEMBL674643,CHEMBL203,CHEMBL77197,IC50,1100000.0,nM,=,,2026-03-21 13:33:18.447979
51245,CHEMBL675636,CHEMBL203,CHEMBL77197,Ki,341000.0,nM,=,,2026-03-21 13:33:18.447979
51249,CHEMBL674643,CHEMBL203,CHEMBL305695,IC50,560000.0,nM,=,,2026-03-21 13:33:18.447979
51250,CHEMBL675636,CHEMBL203,CHEMBL305695,Ki,160000.0,nM,=,,2026-03-21 13:33:18.447979
51818,CHEMBL674637,CHEMBL203,CHEMBL68258,IC50,20000.0,nM,>,,2026-03-21 13:33:18.447979
52474,CHEMBL674643,CHEMBL203,CHEMBL76587,IC50,6500000.0,nM,=,,2026-03-21 13:33:18.447979
52475,CHEMBL675641,CHEMBL203,CHEMBL76587,Ki,,nM,,,2026-03-21 13:33:18.447979
52480,CHEMBL674643,CHEMBL203,CHEMBL77456,IC50,1250000.0,nM,>,,2026-03-21 13:33:18.447979
52481,CHEMBL676064,CHEMBL203,CHEMBL77456,Ki,400000.0,nM,>,,2026-03-21 13:33:18.447979
53212,CHEMBL674637,CHEMBL203,CHEMBL66570,IC50,13.0,nM,=,7.89,2026-03-21 13:33:18.447979
53215,CHEMBL621151,CHEMBL203,CHEMBL66570,IC50,200.0,nM,=,6.70,2026-03-21 13:33:18.447979
53217,CHEMBL615325,CHEMBL203,CHEMBL66570,IC50,7500.0,nM,=,5.12,2026-03-21 13:33:18.447979
53758,CHEMBL674643,CHEMBL203,CHEMBL308048,IC50,800000.0,nM,=,,2026-03-21 13:33:18.447979
53761,CHEMBL674643,CHEMBL203,CHEMBL311119,IC50,60000.0,nM,=,4.22,2026-03-21 13:33:18.447979
53762,CHEMBL675636,CHEMBL203,CHEMBL311119,Ki,20000.0,nM,=,4.70,2026-03-21 13:33:18.447979
53763,CHEMBL674643,CHEMBL203,CHEMBL76905,IC50,37000.0,nM,=,4.43,2026-03-21 13:33:18.447979
53764,CHEMBL675636,CHEMBL203,CHEMBL76905,Ki,10000.0,nM,=,5.00,2026-03-21 13:33:18.447979
53765,CHEMBL674643,CHEMBL203,CHEMBL77524,IC50,833000.0,nM,=,,2026-03-21 13:33:18.447979
