MolWt,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAromaticRings,TPSA,FractionCSP3,molecule_chembl_id,ic50_nM,log_ic50
369.22200000000004,4.260400000000002,2,4,4,3,66.91,0.0,CHEMBL285063,2.7,0.43136376415898736
384.2370000000001,4.045500000000002,2,5,4,3,79.8,0.058823529411764705,CHEMBL136404,0.5,-0.3010299956639812
384.2370000000001,4.045500000000002,2,5,4,3,79.8,0.058823529411764705,CHEMBL136404,7.7,0.8864907251724818
411.29200000000014,4.914400000000003,1,4,4,4,59.81,0.09523809523809523,CHEMBL113356,50000.0,4.698970004336019
612.7400000000001,7.717360000000005,2,6,7,6,115.63999999999999,0.058823529411764705,CHEMBL291979,54100.0,4.733197265106569
594.7180000000003,7.3852000000000055,4,6,7,6,108.52000000000001,0.0625,CHEMBL62843,100000.0,5.0
296.39500000000004,3.3602000000000016,1,2,2,2,32.34,0.17647058823529413,CHEMBL63009,100000.0,5.0
357.41300000000007,4.106000000000003,1,4,4,3,52.65,0.09090909090909091,CHEMBL267941,50000.0,4.698970004336019
384.2370000000001,3.679700000000002,1,5,4,3,71.01,0.058823529411764705,CHEMBL334697,0.17,-0.769551078621726
384.2370000000001,3.679700000000002,1,5,4,3,71.01,0.058823529411764705,CHEMBL334697,13.0,1.1139433523068367
526.4390000000001,3.8737000000000013,3,7,11,3,112.14,0.2916666666666667,CHEMBL434827,0.73,-0.1366771398795441
526.4390000000001,3.8737000000000013,3,7,11,3,112.14,0.2916666666666667,CHEMBL434827,21.0,1.3222192947339193
526.4390000000001,3.8737000000000013,3,7,11,3,112.14,0.2916666666666667,CHEMBL434827,21.0,1.3222192947339193
590.7740000000001,8.590840000000002,2,4,7,6,68.06,0.11764705882352941,CHEMBL292287,100000.0,5.0
652.7140000000003,7.790400000000005,2,8,9,6,154.34,0.0625,CHEMBL64430,5000.0,3.6989700043360187
678.7919999999999,7.8246000000000056,2,8,9,6,120.66000000000003,0.1111111111111111,CHEMBL64068,100000.0,5.0
316.81300000000005,3.839500000000002,1,2,2,2,32.34,0.125,CHEMBL62067,100000.0,5.0
296.3950000000001,4.1525000000000025,1,2,3,3,34.03,0.11764705882352941,CHEMBL64814,100000.0,5.0
497.39700000000005,3.7722000000000024,1,7,8,3,83.48,0.30434782608695654,CHEMBL137082,2.7,0.43136376415898736
497.39700000000005,3.7722000000000024,1,7,8,3,83.48,0.30434782608695654,CHEMBL137082,156.0,2.1931245983544616
349.22100000000006,3.3683000000000023,0,4,2,3,51.02,0.1875,CHEMBL299347,50000.0,4.698970004336019
457.3170000000002,5.063100000000004,1,6,5,4,78.27,0.13636363636363635,CHEMBL324926,330.0,2.5185139398778875
336.58000000000004,3.579300000000001,1,5,2,3,63.59,0.0,CHEMBL53311,82.0,1.9138138523837167
282.36800000000005,3.1861000000000015,1,2,2,2,32.34,0.125,CHEMBL62176,1000.0,3.0
257.245,2.546600000000001,3,4,3,2,90.12,0.0,CHEMBL130694,20000.0,4.301029995663981
273.28800000000007,2.4965000000000006,3,5,4,2,78.79,0.13333333333333333,CHEMBL423159,21000.0,4.3222192947339195
363.2480000000001,4.122600000000003,1,4,3,3,59.81,0.23529411764705882,CHEMBL109759,5000.0,3.6989700043360187
331.177,2.967600000000001,2,6,3,3,75.62,0.07692307692307693,CHEMBL299622,0.76,-0.11918640771920865
331.177,2.967600000000001,2,6,3,3,75.62,0.07692307692307693,CHEMBL299622,30.0,1.4771212547196624
384.2370000000001,4.045500000000002,2,5,4,3,79.8,0.058823529411764705,CHEMBL138363,1.6,0.2041199826559248
384.2370000000001,4.045500000000002,2,5,4,3,79.8,0.058823529411764705,CHEMBL138363,44.0,1.6434526764861874
